"Unicode","Symbol","Category","Unicode name","ru","en","pl","fr","de","es","pt","it","ro","he","ar","tr","vi","nl","Missing localized names"
"U+1F469 U+1F3FF U+200D U+1F3A4","👩🏿‍🎤","other","","CLDR","CLDR","CLDR","CLDR","CLDR","CLDR","CLDR","CLDR","CLDR","CLDR","CLDR","CLDR","CLDR","CLDR",""
"U+1F469 U+1F3FF U+200D U+1F3A8","👩🏿‍🎨","other","","CLDR","CLDR","CLDR","CLDR","CLDR","CLDR","CLDR","CLDR","CLDR","CLDR","CLDR","CLDR","CLDR","CLDR",""
"U+1F469 U+1F3FF U+200D U+1F3EB","👩🏿‍🏫","other","","CLDR","CLDR","CLDR","CLDR","CLDR","CLDR","CLDR","CLDR","CLDR","CLDR","CLDR","CLDR","CLDR","CLDR",""
"U+1F469 U+1F3FF U+200D U+1F3ED","👩🏿‍🏭","other","","CLDR","CLDR","CLDR","CLDR","CLDR","CLDR","CLDR","CLDR","CLDR","CLDR","CLDR","CLDR","CLDR","CLDR",""
"U+1F469 U+1F3FF U+200D U+1F430 U+200D U+1F469 U+1F3FB","👩🏿‍🐰‍👩🏻","other","","CLDR","CLDR","CLDR","CLDR","CLDR","CLDR","CLDR","CLDR","CLDR","CLDR","CLDR","CLDR","CLDR","CLDR",""
"U+1F469 U+1F3FF U+200D U+1F430 U+200D U+1F469 U+1F3FC","👩🏿‍🐰‍👩🏼","other","","CLDR","CLDR","CLDR","CLDR","CLDR","CLDR","CLDR","CLDR","CLDR","CLDR","CLDR","CLDR","CLDR","CLDR",""
"U+1F469 U+1F3FF U+200D U+1F430 U+200D U+1F469 U+1F3FD","👩🏿‍🐰‍👩🏽","other","","CLDR","CLDR","CLDR","CLDR","CLDR","CLDR","CLDR","CLDR","CLDR","CLDR","CLDR","CLDR","CLDR","CLDR",""
"U+1F469 U+1F3FF U+200D U+1F430 U+200D U+1F469 U+1F3FE","👩🏿‍🐰‍👩🏾","other","","CLDR","CLDR","CLDR","CLDR","CLDR","CLDR","CLDR","CLDR","CLDR","CLDR","CLDR","CLDR","CLDR","CLDR",""
"U+1F469 U+1F3FF U+200D U+1F4BB","👩🏿‍💻","other","","CLDR","CLDR","CLDR","CLDR","CLDR","CLDR","CLDR","CLDR","CLDR","CLDR","CLDR","CLDR","CLDR","CLDR",""
"U+1F469 U+1F3FF U+200D U+1F4BC","👩🏿‍💼","other","","CLDR","CLDR","CLDR","CLDR","CLDR","CLDR","CLDR","CLDR","CLDR","CLDR","CLDR","CLDR","CLDR","CLDR",""
"U+1F469 U+1F3FF U+200D U+1F527","👩🏿‍🔧","other","","CLDR","CLDR","CLDR","CLDR","CLDR","CLDR","CLDR","CLDR","CLDR","CLDR","CLDR","CLDR","CLDR","CLDR",""
"U+1F469 U+1F3FF U+200D U+1F52C","👩🏿‍🔬","other","","CLDR","CLDR","CLDR","CLDR","CLDR","CLDR","CLDR","CLDR","CLDR","CLDR","CLDR","CLDR","CLDR","CLDR",""
"U+1F469 U+1F3FF U+200D U+1F680","👩🏿‍🚀","other","","CLDR","CLDR","CLDR","CLDR","CLDR","CLDR","CLDR","CLDR","CLDR","CLDR","CLDR","CLDR","CLDR","CLDR",""
"U+1F469 U+1F3FF U+200D U+1F692","👩🏿‍🚒","other","","CLDR","CLDR","CLDR","CLDR","CLDR","CLDR","CLDR","CLDR","CLDR","CLDR","CLDR","CLDR","CLDR","CLDR",""
"U+1F469 U+1F3FF U+200D U+1F91D U+200D U+1F468 U+1F3FB","👩🏿‍🤝‍👨🏻","other","","CLDR","CLDR","CLDR","CLDR","CLDR","CLDR","CLDR","CLDR","CLDR","CLDR","CLDR","CLDR","CLDR","CLDR",""
"U+1F469 U+1F3FF U+200D U+1F91D U+200D U+1F468 U+1F3FC","👩🏿‍🤝‍👨🏼","other","","CLDR","CLDR","CLDR","CLDR","CLDR","CLDR","CLDR","CLDR","CLDR","CLDR","CLDR","CLDR","CLDR","CLDR",""
"U+1F469 U+1F3FF U+200D U+1F91D U+200D U+1F468 U+1F3FD","👩🏿‍🤝‍👨🏽","other","","CLDR","CLDR","CLDR","CLDR","CLDR","CLDR","CLDR","CLDR","CLDR","CLDR","CLDR","CLDR","CLDR","CLDR",""
"U+1F469 U+1F3FF U+200D U+1F91D U+200D U+1F468 U+1F3FE","👩🏿‍🤝‍👨🏾","other","","CLDR","CLDR","CLDR","CLDR","CLDR","CLDR","CLDR","CLDR","CLDR","CLDR","CLDR","CLDR","CLDR","CLDR",""
"U+1F469 U+1F3FF U+200D U+1F91D U+200D U+1F469 U+1F3FB","👩🏿‍🤝‍👩🏻","other","","CLDR","CLDR","CLDR","CLDR","CLDR","CLDR","CLDR","CLDR","CLDR","CLDR","CLDR","CLDR","CLDR","CLDR",""
"U+1F469 U+1F3FF U+200D U+1F91D U+200D U+1F469 U+1F3FC","👩🏿‍🤝‍👩🏼","other","","CLDR","CLDR","CLDR","CLDR","CLDR","CLDR","CLDR","CLDR","CLDR","CLDR","CLDR","CLDR","CLDR","CLDR",""
"U+1F469 U+1F3FF U+200D U+1F91D U+200D U+1F469 U+1F3FD","👩🏿‍🤝‍👩🏽","other","","CLDR","CLDR","CLDR","CLDR","CLDR","CLDR","CLDR","CLDR","CLDR","CLDR","CLDR","CLDR","CLDR","CLDR",""
"U+1F469 U+1F3FF U+200D U+1F91D U+200D U+1F469 U+1F3FE","👩🏿‍🤝‍👩🏾","other","","CLDR","CLDR","CLDR","CLDR","CLDR","CLDR","CLDR","CLDR","CLDR","CLDR","CLDR","CLDR","CLDR","CLDR",""
"U+1F469 U+1F3FF U+200D U+1F9AF","👩🏿‍🦯","other","","CLDR","CLDR","CLDR","CLDR","CLDR","CLDR","CLDR","CLDR","CLDR","CLDR","CLDR","CLDR","CLDR","CLDR",""
"U+1F469 U+1F3FF U+200D U+1F9AF U+200D U+27A1","👩🏿‍🦯‍➡","other","","CLDR","CLDR","CLDR","CLDR","CLDR","CLDR","CLDR","CLDR","CLDR","CLDR","CLDR","CLDR","CLDR","CLDR",""
"U+1F469 U+1F3FF U+200D U+1F9B0","👩🏿‍🦰","other","","CLDR","CLDR","CLDR","CLDR","CLDR","CLDR","CLDR","CLDR","CLDR","CLDR","CLDR","CLDR","CLDR","CLDR",""
"U+1F469 U+1F3FF U+200D U+1F9B1","👩🏿‍🦱","other","","CLDR","CLDR","CLDR","CLDR","CLDR","CLDR","CLDR","CLDR","CLDR","CLDR","CLDR","CLDR","CLDR","CLDR",""
"U+1F469 U+1F3FF U+200D U+1F9B2","👩🏿‍🦲","other","","CLDR","CLDR","CLDR","CLDR","CLDR","CLDR","CLDR","CLDR","CLDR","CLDR","CLDR","CLDR","CLDR","CLDR",""
"U+1F469 U+1F3FF U+200D U+1F9B3","👩🏿‍🦳","other","","CLDR","CLDR","CLDR","CLDR","CLDR","CLDR","CLDR","CLDR","CLDR","CLDR","CLDR","CLDR","CLDR","CLDR",""
"U+1F469 U+1F3FF U+200D U+1F9BC","👩🏿‍🦼","other","","CLDR","CLDR","CLDR","CLDR","CLDR","CLDR","CLDR","CLDR","CLDR","CLDR","CLDR","CLDR","CLDR","CLDR",""
"U+1F469 U+1F3FF U+200D U+1F9BC U+200D U+27A1","👩🏿‍🦼‍➡","other","","CLDR","CLDR","CLDR","CLDR","CLDR","CLDR","CLDR","CLDR","CLDR","CLDR","CLDR","CLDR","CLDR","CLDR",""
"U+1F469 U+1F3FF U+200D U+1F9BD","👩🏿‍🦽","other","","CLDR","CLDR","CLDR","CLDR","CLDR","CLDR","CLDR","CLDR","CLDR","CLDR","CLDR","CLDR","CLDR","CLDR",""
"U+1F469 U+1F3FF U+200D U+1F9BD U+200D U+27A1","👩🏿‍🦽‍➡","other","","CLDR","CLDR","CLDR","CLDR","CLDR","CLDR","CLDR","CLDR","CLDR","CLDR","CLDR","CLDR","CLDR","CLDR",""
"U+1F469 U+1F3FF U+200D U+1FAEF U+200D U+1F469 U+1F3FB","👩🏿‍🫯‍👩🏻","other","","CLDR","CLDR","CLDR","CLDR","CLDR","CLDR","CLDR","CLDR","CLDR","CLDR","CLDR","CLDR","CLDR","CLDR",""
"U+1F469 U+1F3FF U+200D U+1FAEF U+200D U+1F469 U+1F3FC","👩🏿‍🫯‍👩🏼","other","","CLDR","CLDR","CLDR","CLDR","CLDR","CLDR","CLDR","CLDR","CLDR","CLDR","CLDR","CLDR","CLDR","CLDR",""
"U+1F469 U+1F3FF U+200D U+1FAEF U+200D U+1F469 U+1F3FD","👩🏿‍🫯‍👩🏽","other","","CLDR","CLDR","CLDR","CLDR","CLDR","CLDR","CLDR","CLDR","CLDR","CLDR","CLDR","CLDR","CLDR","CLDR",""
"U+1F469 U+1F3FF U+200D U+1FAEF U+200D U+1F469 U+1F3FE","👩🏿‍🫯‍👩🏾","other","","CLDR","CLDR","CLDR","CLDR","CLDR","CLDR","CLDR","CLDR","CLDR","CLDR","CLDR","CLDR","CLDR","CLDR",""
"U+1F46A","👪","other","family","CLDR","CLDR","CLDR","CLDR","CLDR","CLDR","CLDR","CLDR","CLDR","CLDR","CLDR","CLDR","CLDR","CLDR",""
"U+1F46B","👫","other","man and woman holding hands","CLDR","CLDR","CLDR","CLDR","CLDR","CLDR","CLDR","CLDR","CLDR","CLDR","CLDR","CLDR","CLDR","CLDR",""
"U+1F46B U+1F3FB","👫🏻","other","","CLDR","CLDR","CLDR","CLDR","CLDR","CLDR","CLDR","CLDR","CLDR","CLDR","CLDR","CLDR","CLDR","CLDR",""
"U+1F46B U+1F3FC","👫🏼","other","","CLDR","CLDR","CLDR","CLDR","CLDR","CLDR","CLDR","CLDR","CLDR","CLDR","CLDR","CLDR","CLDR","CLDR",""
"U+1F46B U+1F3FD","👫🏽","other","","CLDR","CLDR","CLDR","CLDR","CLDR","CLDR","CLDR","CLDR","CLDR","CLDR","CLDR","CLDR","CLDR","CLDR",""
"U+1F46B U+1F3FE","👫🏾","other","","CLDR","CLDR","CLDR","CLDR","CLDR","CLDR","CLDR","CLDR","CLDR","CLDR","CLDR","CLDR","CLDR","CLDR",""
"U+1F46B U+1F3FF","👫🏿","other","","CLDR","CLDR","CLDR","CLDR","CLDR","CLDR","CLDR","CLDR","CLDR","CLDR","CLDR","CLDR","CLDR","CLDR",""
"U+1F46C","👬","other","two men holding hands","CLDR","CLDR","CLDR","CLDR","CLDR","CLDR","CLDR","CLDR","CLDR","CLDR","CLDR","CLDR","CLDR","CLDR",""
"U+1F46C U+1F3FB","👬🏻","other","","CLDR","CLDR","CLDR","CLDR","CLDR","CLDR","CLDR","CLDR","CLDR","CLDR","CLDR","CLDR","CLDR","CLDR",""
"U+1F46C U+1F3FC","👬🏼","other","","CLDR","CLDR","CLDR","CLDR","CLDR","CLDR","CLDR","CLDR","CLDR","CLDR","CLDR","CLDR","CLDR","CLDR",""
"U+1F46C U+1F3FD","👬🏽","other","","CLDR","CLDR","CLDR","CLDR","CLDR","CLDR","CLDR","CLDR","CLDR","CLDR","CLDR","CLDR","CLDR","CLDR",""
"U+1F46C U+1F3FE","👬🏾","other","","CLDR","CLDR","CLDR","CLDR","CLDR","CLDR","CLDR","CLDR","CLDR","CLDR","CLDR","CLDR","CLDR","CLDR",""
"U+1F46C U+1F3FF","👬🏿","other","","CLDR","CLDR","CLDR","CLDR","CLDR","CLDR","CLDR","CLDR","CLDR","CLDR","CLDR","CLDR","CLDR","CLDR",""
"U+1F46D","👭","other","two women holding hands","CLDR","CLDR","CLDR","CLDR","CLDR","CLDR","CLDR","CLDR","CLDR","CLDR","CLDR","CLDR","CLDR","CLDR",""
"U+1F46D U+1F3FB","👭🏻","other","","CLDR","CLDR","CLDR","CLDR","CLDR","CLDR","CLDR","CLDR","CLDR","CLDR","CLDR","CLDR","CLDR","CLDR",""
"U+1F46D U+1F3FC","👭🏼","other","","CLDR","CLDR","CLDR","CLDR","CLDR","CLDR","CLDR","CLDR","CLDR","CLDR","CLDR","CLDR","CLDR","CLDR",""
"U+1F46D U+1F3FD","👭🏽","other","","CLDR","CLDR","CLDR","CLDR","CLDR","CLDR","CLDR","CLDR","CLDR","CLDR","CLDR","CLDR","CLDR","CLDR",""
"U+1F46D U+1F3FE","👭🏾","other","","CLDR","CLDR","CLDR","CLDR","CLDR","CLDR","CLDR","CLDR","CLDR","CLDR","CLDR","CLDR","CLDR","CLDR",""
"U+1F46D U+1F3FF","👭🏿","other","","CLDR","CLDR","CLDR","CLDR","CLDR","CLDR","CLDR","CLDR","CLDR","CLDR","CLDR","CLDR","CLDR","CLDR",""
"U+1F46E","👮","other","police officer","CLDR","CLDR","CLDR","CLDR","CLDR","CLDR","CLDR","CLDR","CLDR","CLDR","CLDR","CLDR","CLDR","CLDR",""
"U+1F46E U+200D U+2640","👮‍♀","other","","CLDR","CLDR","CLDR","CLDR","CLDR","CLDR","CLDR","CLDR","CLDR","CLDR","CLDR","CLDR","CLDR","CLDR",""
"U+1F46E U+200D U+2642","👮‍♂","other","","CLDR","CLDR","CLDR","CLDR","CLDR","CLDR","CLDR","CLDR","CLDR","CLDR","CLDR","CLDR","CLDR","CLDR",""
"U+1F46E U+1F3FB","👮🏻","other","","CLDR","CLDR","CLDR","CLDR","CLDR","CLDR","CLDR","CLDR","CLDR","CLDR","CLDR","CLDR","CLDR","CLDR",""
"U+1F46E U+1F3FB U+200D U+2640","👮🏻‍♀","other","","CLDR","CLDR","CLDR","CLDR","CLDR","CLDR","CLDR","CLDR","CLDR","CLDR","CLDR","CLDR","CLDR","CLDR",""
"U+1F46E U+1F3FB U+200D U+2642","👮🏻‍♂","other","","CLDR","CLDR","CLDR","CLDR","CLDR","CLDR","CLDR","CLDR","CLDR","CLDR","CLDR","CLDR","CLDR","CLDR",""
"U+1F46E U+1F3FC","👮🏼","other","","CLDR","CLDR","CLDR","CLDR","CLDR","CLDR","CLDR","CLDR","CLDR","CLDR","CLDR","CLDR","CLDR","CLDR",""
"U+1F46E U+1F3FC U+200D U+2640","👮🏼‍♀","other","","CLDR","CLDR","CLDR","CLDR","CLDR","CLDR","CLDR","CLDR","CLDR","CLDR","CLDR","CLDR","CLDR","CLDR",""
"U+1F46E U+1F3FC U+200D U+2642","👮🏼‍♂","other","","CLDR","CLDR","CLDR","CLDR","CLDR","CLDR","CLDR","CLDR","CLDR","CLDR","CLDR","CLDR","CLDR","CLDR",""
"U+1F46E U+1F3FD","👮🏽","other","","CLDR","CLDR","CLDR","CLDR","CLDR","CLDR","CLDR","CLDR","CLDR","CLDR","CLDR","CLDR","CLDR","CLDR",""
"U+1F46E U+1F3FD U+200D U+2640","👮🏽‍♀","other","","CLDR","CLDR","CLDR","CLDR","CLDR","CLDR","CLDR","CLDR","CLDR","CLDR","CLDR","CLDR","CLDR","CLDR",""
"U+1F46E U+1F3FD U+200D U+2642","👮🏽‍♂","other","","CLDR","CLDR","CLDR","CLDR","CLDR","CLDR","CLDR","CLDR","CLDR","CLDR","CLDR","CLDR","CLDR","CLDR",""
"U+1F46E U+1F3FE","👮🏾","other","","CLDR","CLDR","CLDR","CLDR","CLDR","CLDR","CLDR","CLDR","CLDR","CLDR","CLDR","CLDR","CLDR","CLDR",""
"U+1F46E U+1F3FE U+200D U+2640","👮🏾‍♀","other","","CLDR","CLDR","CLDR","CLDR","CLDR","CLDR","CLDR","CLDR","CLDR","CLDR","CLDR","CLDR","CLDR","CLDR",""
"U+1F46E U+1F3FE U+200D U+2642","👮🏾‍♂","other","","CLDR","CLDR","CLDR","CLDR","CLDR","CLDR","CLDR","CLDR","CLDR","CLDR","CLDR","CLDR","CLDR","CLDR",""
"U+1F46E U+1F3FF","👮🏿","other","","CLDR","CLDR","CLDR","CLDR","CLDR","CLDR","CLDR","CLDR","CLDR","CLDR","CLDR","CLDR","CLDR","CLDR",""
"U+1F46E U+1F3FF U+200D U+2640","👮🏿‍♀","other","","CLDR","CLDR","CLDR","CLDR","CLDR","CLDR","CLDR","CLDR","CLDR","CLDR","CLDR","CLDR","CLDR","CLDR",""
"U+1F46E U+1F3FF U+200D U+2642","👮🏿‍♂","other","","CLDR","CLDR","CLDR","CLDR","CLDR","CLDR","CLDR","CLDR","CLDR","CLDR","CLDR","CLDR","CLDR","CLDR",""
"U+1F46F","👯","other","woman with bunny ears","CLDR","CLDR","CLDR","CLDR","CLDR","CLDR","CLDR","CLDR","CLDR","CLDR","CLDR","CLDR","CLDR","CLDR",""
"U+1F46F U+200D U+2640","👯‍♀","other","","CLDR","CLDR","CLDR","CLDR","CLDR","CLDR","CLDR","CLDR","CLDR","CLDR","CLDR","CLDR","CLDR","CLDR",""
"U+1F46F U+200D U+2642","👯‍♂","other","","CLDR","CLDR","CLDR","CLDR","CLDR","CLDR","CLDR","CLDR","CLDR","CLDR","CLDR","CLDR","CLDR","CLDR",""
"U+1F46F U+1F3FB","👯🏻","other","","CLDR","CLDR","CLDR","CLDR","CLDR","CLDR","CLDR","CLDR","CLDR","CLDR","CLDR","CLDR","CLDR","CLDR",""
"U+1F46F U+1F3FB U+200D U+2640","👯🏻‍♀","other","","CLDR","CLDR","CLDR","CLDR","CLDR","CLDR","CLDR","CLDR","CLDR","CLDR","CLDR","CLDR","CLDR","CLDR",""
"U+1F46F U+1F3FB U+200D U+2642","👯🏻‍♂","other","","CLDR","CLDR","CLDR","CLDR","CLDR","CLDR","CLDR","CLDR","CLDR","CLDR","CLDR","CLDR","CLDR","CLDR",""
"U+1F46F U+1F3FC","👯🏼","other","","CLDR","CLDR","CLDR","CLDR","CLDR","CLDR","CLDR","CLDR","CLDR","CLDR","CLDR","CLDR","CLDR","CLDR",""
"U+1F46F U+1F3FC U+200D U+2640","👯🏼‍♀","other","","CLDR","CLDR","CLDR","CLDR","CLDR","CLDR","CLDR","CLDR","CLDR","CLDR","CLDR","CLDR","CLDR","CLDR",""
"U+1F46F U+1F3FC U+200D U+2642","👯🏼‍♂","other","","CLDR","CLDR","CLDR","CLDR","CLDR","CLDR","CLDR","CLDR","CLDR","CLDR","CLDR","CLDR","CLDR","CLDR",""
"U+1F46F U+1F3FD","👯🏽","other","","CLDR","CLDR","CLDR","CLDR","CLDR","CLDR","CLDR","CLDR","CLDR","CLDR","CLDR","CLDR","CLDR","CLDR",""
"U+1F46F U+1F3FD U+200D U+2640","👯🏽‍♀","other","","CLDR","CLDR","CLDR","CLDR","CLDR","CLDR","CLDR","CLDR","CLDR","CLDR","CLDR","CLDR","CLDR","CLDR",""
"U+1F46F U+1F3FD U+200D U+2642","👯🏽‍♂","other","","CLDR","CLDR","CLDR","CLDR","CLDR","CLDR","CLDR","CLDR","CLDR","CLDR","CLDR","CLDR","CLDR","CLDR",""
"U+1F46F U+1F3FE","👯🏾","other","","CLDR","CLDR","CLDR","CLDR","CLDR","CLDR","CLDR","CLDR","CLDR","CLDR","CLDR","CLDR","CLDR","CLDR",""
"U+1F46F U+1F3FE U+200D U+2640","👯🏾‍♀","other","","CLDR","CLDR","CLDR","CLDR","CLDR","CLDR","CLDR","CLDR","CLDR","CLDR","CLDR","CLDR","CLDR","CLDR",""
"U+1F46F U+1F3FE U+200D U+2642","👯🏾‍♂","other","","CLDR","CLDR","CLDR","CLDR","CLDR","CLDR","CLDR","CLDR","CLDR","CLDR","CLDR","CLDR","CLDR","CLDR",""
"U+1F46F U+1F3FF","👯🏿","other","","CLDR","CLDR","CLDR","CLDR","CLDR","CLDR","CLDR","CLDR","CLDR","CLDR","CLDR","CLDR","CLDR","CLDR",""
"U+1F46F U+1F3FF U+200D U+2640","👯🏿‍♀","other","","CLDR","CLDR","CLDR","CLDR","CLDR","CLDR","CLDR","CLDR","CLDR","CLDR","CLDR","CLDR","CLDR","CLDR",""
"U+1F46F U+1F3FF U+200D U+2642","👯🏿‍♂","other","","CLDR","CLDR","CLDR","CLDR","CLDR","CLDR","CLDR","CLDR","CLDR","CLDR","CLDR","CLDR","CLDR","CLDR",""
"U+1F470","👰","other","bride with veil","CLDR","CLDR","CLDR","CLDR","CLDR","CLDR","CLDR","CLDR","CLDR","CLDR","CLDR","CLDR","CLDR","CLDR",""
"U+1F470 U+200D U+2640","👰‍♀","other","","CLDR","CLDR","CLDR","CLDR","CLDR","CLDR","CLDR","CLDR","CLDR","CLDR","CLDR","CLDR","CLDR","CLDR",""
"U+1F470 U+200D U+2642","👰‍♂","other","","CLDR","CLDR","CLDR","CLDR","CLDR","CLDR","CLDR","CLDR","CLDR","CLDR","CLDR","CLDR","CLDR","CLDR",""
"U+1F470 U+1F3FB","👰🏻","other","","CLDR","CLDR","CLDR","CLDR","CLDR","CLDR","CLDR","CLDR","CLDR","CLDR","CLDR","CLDR","CLDR","CLDR",""
"U+1F470 U+1F3FB U+200D U+2640","👰🏻‍♀","other","","CLDR","CLDR","CLDR","CLDR","CLDR","CLDR","CLDR","CLDR","CLDR","CLDR","CLDR","CLDR","CLDR","CLDR",""
"U+1F470 U+1F3FB U+200D U+2642","👰🏻‍♂","other","","CLDR","CLDR","CLDR","CLDR","CLDR","CLDR","CLDR","CLDR","CLDR","CLDR","CLDR","CLDR","CLDR","CLDR",""
"U+1F470 U+1F3FC","👰🏼","other","","CLDR","CLDR","CLDR","CLDR","CLDR","CLDR","CLDR","CLDR","CLDR","CLDR","CLDR","CLDR","CLDR","CLDR",""
"U+1F470 U+1F3FC U+200D U+2640","👰🏼‍♀","other","","CLDR","CLDR","CLDR","CLDR","CLDR","CLDR","CLDR","CLDR","CLDR","CLDR","CLDR","CLDR","CLDR","CLDR",""
"U+1F470 U+1F3FC U+200D U+2642","👰🏼‍♂","other","","CLDR","CLDR","CLDR","CLDR","CLDR","CLDR","CLDR","CLDR","CLDR","CLDR","CLDR","CLDR","CLDR","CLDR",""
"U+1F470 U+1F3FD","👰🏽","other","","CLDR","CLDR","CLDR","CLDR","CLDR","CLDR","CLDR","CLDR","CLDR","CLDR","CLDR","CLDR","CLDR","CLDR",""
"U+1F470 U+1F3FD U+200D U+2640","👰🏽‍♀","other","","CLDR","CLDR","CLDR","CLDR","CLDR","CLDR","CLDR","CLDR","CLDR","CLDR","CLDR","CLDR","CLDR","CLDR",""
"U+1F470 U+1F3FD U+200D U+2642","👰🏽‍♂","other","","CLDR","CLDR","CLDR","CLDR","CLDR","CLDR","CLDR","CLDR","CLDR","CLDR","CLDR","CLDR","CLDR","CLDR",""
"U+1F470 U+1F3FE","👰🏾","other","","CLDR","CLDR","CLDR","CLDR","CLDR","CLDR","CLDR","CLDR","CLDR","CLDR","CLDR","CLDR","CLDR","CLDR",""
"U+1F470 U+1F3FE U+200D U+2640","👰🏾‍♀","other","","CLDR","CLDR","CLDR","CLDR","CLDR","CLDR","CLDR","CLDR","CLDR","CLDR","CLDR","CLDR","CLDR","CLDR",""
"U+1F470 U+1F3FE U+200D U+2642","👰🏾‍♂","other","","CLDR","CLDR","CLDR","CLDR","CLDR","CLDR","CLDR","CLDR","CLDR","CLDR","CLDR","CLDR","CLDR","CLDR",""
"U+1F470 U+1F3FF","👰🏿","other","","CLDR","CLDR","CLDR","CLDR","CLDR","CLDR","CLDR","CLDR","CLDR","CLDR","CLDR","CLDR","CLDR","CLDR",""
"U+1F470 U+1F3FF U+200D U+2640","👰🏿‍♀","other","","CLDR","CLDR","CLDR","CLDR","CLDR","CLDR","CLDR","CLDR","CLDR","CLDR","CLDR","CLDR","CLDR","CLDR",""
"U+1F470 U+1F3FF U+200D U+2642","👰🏿‍♂","other","","CLDR","CLDR","CLDR","CLDR","CLDR","CLDR","CLDR","CLDR","CLDR","CLDR","CLDR","CLDR","CLDR","CLDR",""
"U+1F471","👱","other","person with blond hair","CLDR","CLDR","CLDR","CLDR","CLDR","CLDR","CLDR","CLDR","CLDR","CLDR","CLDR","CLDR","CLDR","CLDR",""
"U+1F471 U+200D U+2640","👱‍♀","other","","CLDR","CLDR","CLDR","CLDR","CLDR","CLDR","CLDR","CLDR","CLDR","CLDR","CLDR","CLDR","CLDR","CLDR",""
"U+1F471 U+200D U+2642","👱‍♂","other","","CLDR","CLDR","CLDR","CLDR","CLDR","CLDR","CLDR","CLDR","CLDR","CLDR","CLDR","CLDR","CLDR","CLDR",""
"U+1F471 U+1F3FB","👱🏻","other","","CLDR","CLDR","CLDR","CLDR","CLDR","CLDR","CLDR","CLDR","CLDR","CLDR","CLDR","CLDR","CLDR","CLDR",""
"U+1F471 U+1F3FB U+200D U+2640","👱🏻‍♀","other","","CLDR","CLDR","CLDR","CLDR","CLDR","CLDR","CLDR","CLDR","CLDR","CLDR","CLDR","CLDR","CLDR","CLDR",""
"U+1F471 U+1F3FB U+200D U+2642","👱🏻‍♂","other","","CLDR","CLDR","CLDR","CLDR","CLDR","CLDR","CLDR","CLDR","CLDR","CLDR","CLDR","CLDR","CLDR","CLDR",""
"U+1F471 U+1F3FC","👱🏼","other","","CLDR","CLDR","CLDR","CLDR","CLDR","CLDR","CLDR","CLDR","CLDR","CLDR","CLDR","CLDR","CLDR","CLDR",""
"U+1F471 U+1F3FC U+200D U+2640","👱🏼‍♀","other","","CLDR","CLDR","CLDR","CLDR","CLDR","CLDR","CLDR","CLDR","CLDR","CLDR","CLDR","CLDR","CLDR","CLDR",""
"U+1F471 U+1F3FC U+200D U+2642","👱🏼‍♂","other","","CLDR","CLDR","CLDR","CLDR","CLDR","CLDR","CLDR","CLDR","CLDR","CLDR","CLDR","CLDR","CLDR","CLDR",""
"U+1F471 U+1F3FD","👱🏽","other","","CLDR","CLDR","CLDR","CLDR","CLDR","CLDR","CLDR","CLDR","CLDR","CLDR","CLDR","CLDR","CLDR","CLDR",""
"U+1F471 U+1F3FD U+200D U+2640","👱🏽‍♀","other","","CLDR","CLDR","CLDR","CLDR","CLDR","CLDR","CLDR","CLDR","CLDR","CLDR","CLDR","CLDR","CLDR","CLDR",""
"U+1F471 U+1F3FD U+200D U+2642","👱🏽‍♂","other","","CLDR","CLDR","CLDR","CLDR","CLDR","CLDR","CLDR","CLDR","CLDR","CLDR","CLDR","CLDR","CLDR","CLDR",""
"U+1F471 U+1F3FE","👱🏾","other","","CLDR","CLDR","CLDR","CLDR","CLDR","CLDR","CLDR","CLDR","CLDR","CLDR","CLDR","CLDR","CLDR","CLDR",""
"U+1F471 U+1F3FE U+200D U+2640","👱🏾‍♀","other","","CLDR","CLDR","CLDR","CLDR","CLDR","CLDR","CLDR","CLDR","CLDR","CLDR","CLDR","CLDR","CLDR","CLDR",""
"U+1F471 U+1F3FE U+200D U+2642","👱🏾‍♂","other","","CLDR","CLDR","CLDR","CLDR","CLDR","CLDR","CLDR","CLDR","CLDR","CLDR","CLDR","CLDR","CLDR","CLDR",""
"U+1F471 U+1F3FF","👱🏿","other","","CLDR","CLDR","CLDR","CLDR","CLDR","CLDR","CLDR","CLDR","CLDR","CLDR","CLDR","CLDR","CLDR","CLDR",""
"U+1F471 U+1F3FF U+200D U+2640","👱🏿‍♀","other","","CLDR","CLDR","CLDR","CLDR","CLDR","CLDR","CLDR","CLDR","CLDR","CLDR","CLDR","CLDR","CLDR","CLDR",""
"U+1F471 U+1F3FF U+200D U+2642","👱🏿‍♂","other","","CLDR","CLDR","CLDR","CLDR","CLDR","CLDR","CLDR","CLDR","CLDR","CLDR","CLDR","CLDR","CLDR","CLDR",""
"U+1F472","👲","other","man with gua pi mao","CLDR","CLDR","CLDR","CLDR","CLDR","CLDR","CLDR","CLDR","CLDR","CLDR","CLDR","CLDR","CLDR","CLDR",""
"U+1F472 U+1F3FB","👲🏻","other","","CLDR","CLDR","CLDR","CLDR","CLDR","CLDR","CLDR","CLDR","CLDR","CLDR","CLDR","CLDR","CLDR","CLDR",""
"U+1F472 U+1F3FC","👲🏼","other","","CLDR","CLDR","CLDR","CLDR","CLDR","CLDR","CLDR","CLDR","CLDR","CLDR","CLDR","CLDR","CLDR","CLDR",""
